reviews,category_sentiment,category,sentiment,room
kamar baru dan bersih tapi krn dpt kamar di lantai 3 wifi nya ga sampai. sinyal susah apalagi mau onlen ga bisa sama sekali.,wifi_P1-neg,wifi_P1,neg,Deluxe
kondisi kamar besar dan bersih. AC dingin. Kamar mandi bersih WiFi tidak sampai kamar.,kebersihan-pos,kebersihan,pos,Deluxe
kondisi kamar besar dan bersih. AC dingin. Kamar mandi bersih WiFi tidak sampai kamar.,ac_P1-pos,ac_P1,pos,Superior
kondisi kamar besar dan bersih. AC dingin. Kamar mandi bersih WiFi tidak sampai kamar.,wifi_P1-neg,wifi_P1,neg,Superior
"Agak terganggu pas tengah malem telpon bunyi terus, sewaktu di angkat ada suara tapi ga jelas.. pas ditanya ke resepsionist nya katanya ga ada yg nelpon, ac nya bocor klo di pake di suhu minimal.. lantainya juga kurang bersih ky nya... klo untuk ruangan sih lumayan lah besar,, perncahayaannya juga kurang, pas mau ngaca mesti ke kamar mandi biar lebih terang..",service-neg,service,neg,Single
"Agak terganggu pas tengah malem telpon bunyi terus, sewaktu di angkat ada suara tapi ga jelas.. pas ditanya ke resepsionist nya katanya ga ada yg nelpon, ac nya bocor klo di pake di suhu minimal.. lantainya juga kurang bersih ky nya... klo untuk ruangan sih lumayan lah besar,, perncahayaannya juga kurang, pas mau ngaca mesti ke kamar mandi biar lebih terang..",ac_P1-neg,ac_P1,neg,Superior
"Agak terganggu pas tengah malem telpon bunyi terus, sewaktu di angkat ada suara tapi ga jelas.. pas ditanya ke resepsionist nya katanya ga ada yg nelpon, ac nya bocor klo di pake di suhu minimal.. lantainya juga kurang bersih ky nya... klo untuk ruangan sih lumayan lah besar,, perncahayaannya juga kurang, pas mau ngaca mesti ke kamar mandi biar lebih terang..",kebersihan-neg,kebersihan,neg,Double
"the room smelled weird and they didn't offer any new towel or room service, but I guess that's what you get from the cheap price",-ignored-,,ignored,Suite
"fasilitas kamar yang semakin lama semakin berkurang dan air mati terus, pelayanan semakin buruk, tidak ada ramahnya sedikitpun kepada customer. muka judes semua",service-neg,service,neg,Double
"sangat buruk pelayanannya, mau nginep malam, harus gedor2 dan nelp ke airy baru muncul yg nglayanin dan diterima dengan jutek,  perlengkapan mandi saya yg ketinggalan dan kembali lagi besoknya utk diambil ternyata sudah dibuang. pelayanan penginapan terburuk yg pernah saya terima",service-neg,service,neg,Single
"sangat buruk pelayanannya, mau nginep malam, harus gedor2 dan nelp ke airy baru muncul yg nglayanin dan diterima dengan jutek,  perlengkapan mandi saya yg ketinggalan dan kembali lagi besoknya utk diambil ternyata sudah dibuang. pelayanan penginapan terburuk yg pernah saya terima",general-neg,general,neg,Superior
"There are men in lobby, they are so noisy. The room is bad, smell so bad, most in bathroom, the towel so bad, also pillows and blankets. Of course we cannot sleep well and enjoy the room",-ignored-,,ignored,Suite
"there isn’t car park large, just a little car park and i must parking my car in the mall and one night park in the mall is expensive price, bathroom is very dirty, and customer service isn’t friendly, airy romm standart isn’t there, you don’t have towel, air mineral water and etc",-ignored-,,ignored,Twin
"Hotelnya bagus,kamar mandi dikamar saya ada shower dan air panas tp tdk BS digunakan dengan baik ,air panasnya pun tdk keluar.handuknya yg ada dikamar saya cukup terlihat dekil.terima kasih",air_panas_P1-neg,air_panas_P1,neg,Twin
"Hotelnya bagus,kamar mandi dikamar saya ada shower dan air panas tp tdk BS digunakan dengan baik ,air panasnya pun tdk keluar.handuknya yg ada dikamar saya cukup terlihat dekil.terima kasih",linen_P1-neg,linen_P1,neg,Deluxe
"Kamarnya kotor. lantai lengket. Kamar diujung kulon. Kami malah tidak pakai airy, pindah kamar malam itu juga.",kebersihan-neg,kebersihan,neg,Double
Lokasi bagus. Tp kamar gelap. Dinding dan lantai agak kotor. Ada sarang laba2 di langit2. Pintu tdk bs dikunci.,kebersihan-neg,kebersihan,neg,Deluxe
"tidak ada snack, dan tempat sabun kyk digambar",linen_P1-neg,linen_P1,neg,Twin
"Kotor, pengap kebersihan kurang, property udah usang",kebersihan-neg,kebersihan,neg,Single
"Kotor, pengap kebersihan kurang, property udah usang",bau_P1-neg,bau_P1,neg,Deluxe
Masa breakfast nya mie rebus. Udah gt kamar mandi ya gak banget deh. Tv nya juga masa g bs cari channel lain,sunrise_meal_P1-neg,sunrise_meal_P1,neg,Single
Masa breakfast nya mie rebus. Udah gt kamar mandi ya gak banget deh. Tv nya juga masa g bs cari channel lain,tv_P1-neg,tv_P1,neg,Deluxe
Tv nya rusak tidak bisa ditonton,tv_P1-neg,tv_P1,neg,Superior
Jaringan Wifi yang tidak bagus sama sekali di karenakan tidak bisa di akses dan Lemot,wifi_P1-neg,wifi_P1,neg,Deluxe
"Kecewa menginap d hotel ini...kamar bau pengap, kamar mandi bau, ada kaki seribu lagi (staf hotel bisa d siapkan sbelum tamu masuk), lantai bawah kasur kotor bgt (ketahuan yg d bersihkan cuma yg terlihat), yg paling kecewa bnyak nyamuk (buka pintu bentar nyamuk pada masuk), taman depan kamar harusnya d bersihkan agar nyamuk tdak masuk kamar (semalaman jdi donor buat nyamuk)....sangat keceewa parahhh",bau_P1-neg,bau_P1,neg,Superior
"Kecewa menginap d hotel ini...kamar bau pengap, kamar mandi bau, ada kaki seribu lagi (staf hotel bisa d siapkan sbelum tamu masuk), lantai bawah kasur kotor bgt (ketahuan yg d bersihkan cuma yg terlihat), yg paling kecewa bnyak nyamuk (buka pintu bentar nyamuk pada masuk), taman depan kamar harusnya d bersihkan agar nyamuk tdak masuk kamar (semalaman jdi donor buat nyamuk)....sangat keceewa parahhh",kebersihan-neg,kebersihan,neg,Suite
"kamar bersih, nyaman, ada sajadah buat shalat, ada genset jadi ga usah khawatir klo mati listrik.. air mandi kalo abis hujan ga bisa hangat, cuman parkir cepet penuh, ga ada lift padahal kamar mulai di lantai 2 sampai lantai 4",kebersihan-pos,kebersihan,pos,Deluxe
"kamar bersih, nyaman, ada sajadah buat shalat, ada genset jadi ga usah khawatir klo mati listrik.. air mandi kalo abis hujan ga bisa hangat, cuman parkir cepet penuh, ga ada lift padahal kamar mulai di lantai 2 sampai lantai 4",air_panas_P1-neg,air_panas_P1,neg,Deluxe
"The breakfast finish at 10AM. I took my BF at 9AM. However not many food left in the buffet. Almost all the food was missing and not replaced with the new one. I was waiting for more than 30 min,but still no refill for the food. The cutleries, plate, glass and cup was dirty. Room smell, towel smell and getting brown, duvet sheet was torn",-ignored-,,ignored,Deluxe
"sebenarnya kamarnya bagus, tp sayang tidak dirawat dan kurang bersih, banyak puntung rokok di lantai, ada tisu bekas pakai dilaci2 dan bekas makanan dikulkas yg sepertinya sudah lama disitu sampai mau membusuk, entah dikamar lain gmn tapi kamar yg saya tempati seperti itu, jd kesannya setelah ada yg check out tidak dibersihkan",kebersihan-neg,kebersihan,neg,Twin
"SAYA TIDAK JADI MENGINAP DISINI, menurut saya ini tempat yang paling terburuk sepenjang sejarah saya menginap dihotel.. saya menginap bersama suami, 2 anak usia 3tahun, dan seorang saudara perempuan. pertama kali tiba ditempat sudah terlihat kesan tidak baik, dari penjaga yg tidak ramah terlihat seperti orang bingung dan kami tidak disambut dengan baik, terlalu kaku.. . justru yg pertama kali ditanyakan jumlah orang yg menginap.. okelah ketika harus menambah extra bed untuk saudara kami terima alasannya, tapi yang kami tidak habis fikir ketika anak anak juga kena charge 35 rb/orang, sedangkan saya dan suami biasa menginap dihotel manapun bawa ANAK TIDAK PERNAH KENA CHARGE  LAGI.. dan dengan arogannya penjaga bilang silahkan baca peraturan disini! seolah olah kalo mau ya syukur ga mau ya sudah, padahal di deskripsi hotel dalam aplikasi tidak tertera aturan seperti itu.. . setelah lama berdebat dan tidak ada solusi nya, kami memutus kan tidak jadi menginap.. maksud kami menginap hemat malah harga sama aja dengan menginap dihotel mewah.. harga kamar disini 195rb + extrabed 80 rb + anak 2  70 rb = total 345 rb.. harga ini sangat tidak layak untuk penginapan tersebut.. dari segi pelayanan BURUK, lokasi masuk gang sempit, Kamar jauh dari bagus, naik lantai 3 pakai tangga, ga dapat sarapan, dan yang pasti klo bawa barang banyak ga akan dibantu angkat sama penjaga yg tidak ramah itu..  kami tidak jadi menginap dan sudah sangat dirugikan karena DANA TIDAK BISA DIREFUND.. akhirnya kami mencari hotel yang JELAS saja.. pilihan kami jatuh pada hotel DAFAM seturan, dengan harga 390rb tanpa tambahan apapun sudah termasuk sarapan pagi sepuasnya untuk saya, suami dan 2 anak saya.. pelayanan bagus, kamar bagus, tempat strategis, banyak tempat makan, ada lift nya, fasilitas lengkap, room boy siaga membawa barang ke lantai 5, pokoknya super Jauh beda dengan kamar airy eco maguwoharjo ini,ibarat bumi dan langit! KECEWA.. . sekian ulasan jujur saya, semoga bermanfaat untuk tamu lain yang berencana menginap agar tidak terjadi hal yang sama seperti saya..",service-neg,service,neg,Deluxe
"SAYA TIDAK JADI MENGINAP DISINI, menurut saya ini tempat yang paling terburuk sepenjang sejarah saya menginap dihotel.. saya menginap bersama suami, 2 anak usia 3tahun, dan seorang saudara perempuan. pertama kali tiba ditempat sudah terlihat kesan tidak baik, dari penjaga yg tidak ramah terlihat seperti orang bingung dan kami tidak disambut dengan baik, terlalu kaku.. . justru yg pertama kali ditanyakan jumlah orang yg menginap.. okelah ketika harus menambah extra bed untuk saudara kami terima alasannya, tapi yang kami tidak habis fikir ketika anak anak juga kena charge 35 rb/orang, sedangkan saya dan suami biasa menginap dihotel manapun bawa ANAK TIDAK PERNAH KENA CHARGE  LAGI.. dan dengan arogannya penjaga bilang silahkan baca peraturan disini! seolah olah kalo mau ya syukur ga mau ya sudah, padahal di deskripsi hotel dalam aplikasi tidak tertera aturan seperti itu.. . setelah lama berdebat dan tidak ada solusi nya, kami memutus kan tidak jadi menginap.. maksud kami menginap hemat malah harga sama aja dengan menginap dihotel mewah.. harga kamar disini 195rb + extrabed 80 rb + anak 2  70 rb = total 345 rb.. harga ini sangat tidak layak untuk penginapan tersebut.. dari segi pelayanan BURUK, lokasi masuk gang sempit, Kamar jauh dari bagus, naik lantai 3 pakai tangga, ga dapat sarapan, dan yang pasti klo bawa barang banyak ga akan dibantu angkat sama penjaga yg tidak ramah itu..  kami tidak jadi menginap dan sudah sangat dirugikan karena DANA TIDAK BISA DIREFUND.. akhirnya kami mencari hotel yang JELAS saja.. pilihan kami jatuh pada hotel DAFAM seturan, dengan harga 390rb tanpa tambahan apapun sudah termasuk sarapan pagi sepuasnya untuk saya, suami dan 2 anak saya.. pelayanan bagus, kamar bagus, tempat strategis, banyak tempat makan, ada lift nya, fasilitas lengkap, room boy siaga membawa barang ke lantai 5, pokoknya super Jauh beda dengan kamar airy eco maguwoharjo ini,ibarat bumi dan langit! KECEWA.. . sekian ulasan jujur saya, semoga bermanfaat untuk tamu lain yang berencana menginap agar tidak terjadi hal yang sama seperti saya..",sunrise_meal_P1-neg,sunrise_meal_P1,neg,Suite
kamar terlalu kecil .. dan AC tidak dingin,ac_P1-neg,ac_P1,neg,Suite
A good hotel for backpacking. I was here for 3 days. In the last day wifi connection was lost and it was troublesome because it was hard to get mobile signal. The room was clean but the toilet’s odor was unpleasant. Please consider to put naphthalene ball or spray inside. Thank you!,-ignored-,,ignored,Suite
wifi tdk bisa konek,wifi_P1-neg,wifi_P1,neg,Double
Yang lain nya bagus....pelayannya pada ramah....cuma saja kamar 201 ac nya kurang dingin,general-pos,general,pos,Double
Yang lain nya bagus....pelayannya pada ramah....cuma saja kamar 201 ac nya kurang dingin,service-pos,service,pos,Deluxe
Yang lain nya bagus....pelayannya pada ramah....cuma saja kamar 201 ac nya kurang dingin,ac_P1-neg,ac_P1,neg,Superior
"lokasi sangat dekat dgn mall.. pegawai selalu membantu jika pengunjung dalam kesulitan contoh untuk parkir mmg harus lebih hati2 Krn hotel ini berada di dalam gang.. saran aja kebersihan selalu dijaga.. awalx agak terganggu dgn bau dikamar mandi, tp setelah ditutup.. msh ok lah.. untuk fasilitas dgn harga segitu.. saya rasa OK",service-pos,service,pos,Single
"lokasi sangat dekat dgn mall.. pegawai selalu membantu jika pengunjung dalam kesulitan contoh untuk parkir mmg harus lebih hati2 Krn hotel ini berada di dalam gang.. saran aja kebersihan selalu dijaga.. awalx agak terganggu dgn bau dikamar mandi, tp setelah ditutup.. msh ok lah.. untuk fasilitas dgn harga segitu.. saya rasa OK",kebersihan-neg,kebersihan,neg,Double
"lokasi sangat dekat dgn mall.. pegawai selalu membantu jika pengunjung dalam kesulitan contoh untuk parkir mmg harus lebih hati2 Krn hotel ini berada di dalam gang.. saran aja kebersihan selalu dijaga.. awalx agak terganggu dgn bau dikamar mandi, tp setelah ditutup.. msh ok lah.. untuk fasilitas dgn harga segitu.. saya rasa OK",bau_P1-neg,bau_P1,neg,Suite
"Air di kamar mandi terlalu kecil, dan banyak nyamuk juga walau sudah diidupkan AC.",ac_P1-neg,ac_P1,neg,Twin
kotor dan bau kurang sedap dari toilet,kebersihan-neg,kebersihan,neg,Deluxe
kotor dan bau kurang sedap dari toilet,bau_P1-neg,bau_P1,neg,Deluxe
Kamar mandi kotor,kebersihan-neg,kebersihan,neg,Single
"staf kurang responsif, hanya sekedar minta air panas secangkir untuk ngopi ja nggu sehari. tempatnya masuk gang sempit harga.  tempat kurang bersih ",service-neg,service,neg,Double
"staf kurang responsif, hanya sekedar minta air panas secangkir untuk ngopi ja nggu sehari. tempatnya masuk gang sempit harga.  tempat kurang bersih ",kebersihan-neg,kebersihan,neg,Twin
"sprei,bantal, berdebu, alergi saya muncul srmalaman mohon di vacum cleaner berkala",linen_P1-neg,linen_P1,neg,Twin
"sprei,bantal, berdebu, alergi saya muncul srmalaman mohon di vacum cleaner berkala",kebersihan-neg,kebersihan,neg,Suite
"kasur kamar nyaman, ac buruk tidak dingin,ada beberapa serangga, makanan lumayan",linen_P1-pos,linen_P1,pos,Single
"kasur kamar nyaman, ac buruk tidak dingin,ada beberapa serangga, makanan lumayan",ac_P1-neg,ac_P1,neg,Twin
"kasur kamar nyaman, ac buruk tidak dingin,ada beberapa serangga, makanan lumayan",sunrise_meal_P1-pos,sunrise_meal_P1,pos,Single
KASUR KERAS WIFI MATI AIR PANAS MATI,linen_P1-neg,linen_P1,neg,Superior
KASUR KERAS WIFI MATI AIR PANAS MATI,wifi_P1-neg,wifi_P1,neg,Deluxe
KASUR KERAS WIFI MATI AIR PANAS MATI,air_panas_P1-neg,air_panas_P1,neg,Single
staffnya cuek cenderung jutek,service-neg,service,neg,Double
"saya senang nginap di hotel ini, pelayanan dan fasilitas baik sekelas bintang 3. harga terjangkau. dapat snack gratis pula. Tapi kebersihan sepertinya kurang terkontrol seperti lantai kamar tidak di pel. mohon ditingkatkan lagi. 👍 ",service-pos,service,pos,Deluxe
"saya senang nginap di hotel ini, pelayanan dan fasilitas baik sekelas bintang 3. harga terjangkau. dapat snack gratis pula. Tapi kebersihan sepertinya kurang terkontrol seperti lantai kamar tidak di pel. mohon ditingkatkan lagi. 👍 ",linen_P1-pos,linen_P1,pos,Suite
"saya senang nginap di hotel ini, pelayanan dan fasilitas baik sekelas bintang 3. harga terjangkau. dapat snack gratis pula. Tapi kebersihan sepertinya kurang terkontrol seperti lantai kamar tidak di pel. mohon ditingkatkan lagi. 👍 ",kebersihan-neg,kebersihan,neg,Superior
"Hmmmmm memang sih harganya murah tapi kurang puas. Air panasnya gak ada, acnya tidak dingin kyak udah di setting dr sananya, jdi gak bisa di naikin atau di turunin suhunya. Kamarnya lumayan sih bersih, kamar mandi juga bersih, yang enaknya dapet box of food dr airy gituuuuu. ",air_panas_P1-neg,air_panas_P1,neg,Superior
"Hmmmmm memang sih harganya murah tapi kurang puas. Air panasnya gak ada, acnya tidak dingin kyak udah di setting dr sananya, jdi gak bisa di naikin atau di turunin suhunya. Kamarnya lumayan sih bersih, kamar mandi juga bersih, yang enaknya dapet box of food dr airy gituuuuu. ",ac_P1-neg,ac_P1,neg,Deluxe
"Hmmmmm memang sih harganya murah tapi kurang puas. Air panasnya gak ada, acnya tidak dingin kyak udah di setting dr sananya, jdi gak bisa di naikin atau di turunin suhunya. Kamarnya lumayan sih bersih, kamar mandi juga bersih, yang enaknya dapet box of food dr airy gituuuuu. ",kebersihan-pos,kebersihan,pos,Deluxe
"Hmmmmm memang sih harganya murah tapi kurang puas. Air panasnya gak ada, acnya tidak dingin kyak udah di setting dr sananya, jdi gak bisa di naikin atau di turunin suhunya. Kamarnya lumayan sih bersih, kamar mandi juga bersih, yang enaknya dapet box of food dr airy gituuuuu. ",linen_P1-pos,linen_P1,pos,Twin
"Lokasi strategis dan mudah dijangkau meski macet pada waktu tertentu. fasilitas sesuai dengan ketentuan airy. perlu ditingkatkan kebersihan dari kamar, misal rambut-rambut berserakan di tempat tidur sebaiknya dibersihkan terlebih dulu",kebersihan-neg,kebersihan,neg,Double
"Lokasi strategis dan mudah dijangkau meski macet pada waktu tertentu. fasilitas sesuai dengan ketentuan airy. perlu ditingkatkan kebersihan dari kamar, misal rambut-rambut berserakan di tempat tidur sebaiknya dibersihkan terlebih dulu",linen_P1-neg,linen_P1,neg,Superior
kamarnya kurang bersih..,kebersihan-neg,kebersihan,neg,Single
"Pelayanan kurang puas, karena pegawainya jutek dan tdk ramah. Sangat kecewa menginap disini, 2 hr menginap disana tp kamar tdk dibersihkan hrs saya minta dlu ke homes kippingnya. Saya tdk bs cek in lebih awal dr waktu yg ditentukan pdhl saya bw anak kecil dgn alasan kamar full blm cek out org sblumnya dan mau dibersihkan dlu blablabla terlalu berbelit belit pdhl pas saya booking dr traveloka kamar msh tersisa 3 rooms. Tdk ada termos/alat pembuat kopi teh di kamar, kamarnya sempit, tdk kedap suara jd ga nyaman akan kebisingan dr kamar sebelah, menu bfast jg standart. Tidak memuaskan kapok saya dan suami menginap disini. ",service-neg,service,neg,Superior
"Pelayanan kurang puas, karena pegawainya jutek dan tdk ramah. Sangat kecewa menginap disini, 2 hr menginap disana tp kamar tdk dibersihkan hrs saya minta dlu ke homes kippingnya. Saya tdk bs cek in lebih awal dr waktu yg ditentukan pdhl saya bw anak kecil dgn alasan kamar full blm cek out org sblumnya dan mau dibersihkan dlu blablabla terlalu berbelit belit pdhl pas saya booking dr traveloka kamar msh tersisa 3 rooms. Tdk ada termos/alat pembuat kopi teh di kamar, kamarnya sempit, tdk kedap suara jd ga nyaman akan kebisingan dr kamar sebelah, menu bfast jg standart. Tidak memuaskan kapok saya dan suami menginap disini. ",sunrise_meal_P1-neg,sunrise_meal_P1,neg,Double
